address,business_name,categories,price_range,rank,rating,review_count,url
21 Ave C Alphabet City,Rosa Style Beauty Salon,"Hair Extensions,Hair Stylists",$$,746,5.0,3,https://www.yelp.com/biz/rosa-style-beauty-salon-new-york
7602 3rd Ave Bay Ridge,Hair Culture II,Hair Salons,$,747,4.0,48,https://www.yelp.com/biz/hair-culture-ii-brooklyn-19
552 Laguardia Pl Greenwich Village,WS Hairstyling,Hair Salons,$$,748,4.0,173,https://www.yelp.com/biz/ws-hairstyling-new-york
519 8th Ave Midtown West,Jackie V,Hair Salons,,749,5.0,6,https://www.yelp.com/biz/jackie-v-new-york
3417 Broadway Harlem,Harmony Beauty Salon &amp; Spa,"Hair Salons,Waxing,Permanent Makeup",$,750,4.0,23,https://www.yelp.com/biz/harmony-beauty-salon-and-spa-new-york
56 E Kingsbridge Rd Bedford Park,Glenny’s Beauty Salon,"Hair Salons,Nail Salons",,751,5.0,1,https://www.yelp.com/biz/glennys-beauty-salon-bronx
124 E 40th St Murray Hill,Concord Hair Design Salon,"Hair Salons,Hair Removal,Nail Salons",$$,752,4.0,45,https://www.yelp.com/biz/concord-hair-design-salon-new-york
434 Graham Ave Williamsburg - North Side,Roots Radicals Salon,Hair Salons,$$,753,4.5,133,https://www.yelp.com/biz/roots-radicals-salon-brooklyn
2363 86th St Bath Beach,Top Hair Design,Hair Salons,$,754,3.5,28,https://www.yelp.com/biz/top-hair-design-brooklyn
5115 43rd Ave Woodside,Arirang Hair Touch,"Barbers,Hair Salons",$$,755,5.0,26,https://www.yelp.com/biz/arirang-hair-touch-woodside
149-36 Northern Blvd Murray Hill,Cinderella Hair Castle,Hair Salons,$$,756,4.0,247,https://www.yelp.com/biz/cinderella-hair-castle-flushing
139 Norfolk St Lower East Side,Q Hair,Hair Salons,$$$,757,4.5,15,https://www.yelp.com/biz/q-hair-new-york
161 Lafayette St SoHo,Hair Bar NYC,"Hair Stylists,Hair Extensions,Blow Dry/Out Services",$$,758,4.0,329,https://www.yelp.com/biz/hair-bar-nyc-new-york-2
201 E 23rd St Gramercy,Kiwa Salon,Hair Salons,$$,759,4.0,358,https://www.yelp.com/biz/kiwa-salon-new-york-2
228 7th St ,Salon X,Hair Salons,$$$,760,4.0,59,https://www.yelp.com/biz/salon-x-jersey-city
47 West 28th St Flatiron,Miguel Lopez Salon,"Hair Extensions,Hair Stylists",$$,761,4.5,126,https://www.yelp.com/biz/miguel-lopez-salon-new-york-2
700 8th Ave Midtown West,Glam&amp;Go Times Square,"Blow Dry/Out Services,Hair Stylists",$$,762,4.0,43,https://www.yelp.com/biz/glam-and-go-times-square-new-york-3
321 Grand St Williamsburg - North Side,Velvet Roses Beauty Salon,Hair Salons,$$,763,4.5,128,https://www.yelp.com/biz/velvet-roses-beauty-salon-brooklyn-3
309 Graham Ave Williamsburg - North Side,Charter Coffeehouse,"Coffee &amp; Tea,Hair Salons,Breakfast &amp; Brunch",$,764,4.5,88,https://www.yelp.com/biz/charter-coffeehouse-brooklyn
751 St Nicholas Ave Harlem,Harlem Natural Hair Salon,Hair Salons,$$,765,3.5,64,https://www.yelp.com/biz/harlem-natural-hair-salon-new-york
624 Brighton Beach Ave Brighton Beach,Joseph Professional Beauty Salon,Hair Salons,$$,766,4.5,7,https://www.yelp.com/biz/joseph-professional-beauty-salon-brooklyn
210 West 22nd St Chelsea,Nails On Fire,Hair Salons,,767,5.0,1,https://www.yelp.com/biz/nails-on-fire-new-york
138 E 61st St Upper East Side,Belea,"Hair Salons,Makeup Artists",$$,768,4.5,20,https://www.yelp.com/biz/belea-new-york
2 Astor Pl NoHo,Astor Place Hairstylists,Hair Salons,$,769,4.0,439,https://www.yelp.com/biz/astor-place-hairstylists-manhattan-4
374 Myrtle Ave Fort Greene,Salon Rhed,Hair Salons,,770,5.0,4,https://www.yelp.com/biz/salon-rhed-brooklyn
164 East 56th St Midtown East,Jean Leon Salon,Hair Salons,$$,771,4.0,40,https://www.yelp.com/biz/jean-leon-salon-new-york
641 Broadway NoHo,NoHo Hair Salon,"Hair Salons,Eyebrow Services,Eyelash Service",$$,772,4.0,31,https://www.yelp.com/biz/noho-hair-salon-new-york-2
30 East 60th St Upper East Side,Ric Pipino,Hair Stylists,$$$,773,4.5,16,https://www.yelp.com/biz/ric-pipino-new-york-2
226 5th Ave Flatiron,Riccardo Maggiore Salon,"Hair Salons,Skin Care,Nail Salons",$$$,774,4.5,25,https://www.yelp.com/biz/riccardo-maggiore-salon-new-york-3
2032 Madison Ave East Harlem,D’Oasis,Hair Salons,$$,775,5.0,4,https://www.yelp.com/biz/d-oasis-new-york
6332 Ave N Mill Basin,E Salon,Hair Salons,$$$,776,5.0,2,https://www.yelp.com/biz/e-salon-brooklyn
4340 46th St Sunnyside,Sunny Han’s Hair Salon,Hair Salons,$$,777,4.5,4,https://www.yelp.com/biz/sunny-hans-hair-salon-sunnyside
57 Leroy St West Village,La Cave Salon &amp; Day Spa,Hair Salons,$$$,778,5.0,7,https://www.yelp.com/biz/la-cave-salon-and-day-spa-new-york-3
1433 6th Ave Midtown West,Roberto Bezjon Salon,"Blow Dry/Out Services,Men's Hair Salons,Hair Extensions",$$,779,5.0,19,https://www.yelp.com/biz/roberto-bezjon-salon-new-york-2
168-07 Union Tpke Hillcrest,Salon By Armani,"Hair Salons,Nail Salons,Waxing",$$,780,3.5,107,https://www.yelp.com/biz/salon-by-armani-fresh-meadows-2
625 Madison Ave Midtown East,Stephen Knoll Salon,Hair Salons,$$$,781,4.5,20,https://www.yelp.com/biz/stephen-knoll-salon-new-york
40 East 3rd St East Village,FRED.,Hair Salons,$$,782,4.5,30,https://www.yelp.com/biz/fred-new-york-4
21 W 45th St Midtown West,LW Salon,Hair Salons,$$,783,4.5,58,https://www.yelp.com/biz/lw-salon-manhattan
135-26 Booth Memorial Ave Queensborough Hill,Unique Hair Salon,Hair Salons,$,784,4.0,24,https://www.yelp.com/biz/unique-hair-salon-new-york
135 E 57th St Midtown East,Yoshie Sakuma - Pierre Michel Salon,Hair Stylists,,785,5.0,3,https://www.yelp.com/biz/yoshie-sakuma-pierre-michel-salon-new-york
35 W 45th St Midtown West,Christo Fifth Avenue - Curly Hair Salon NYC,Hair Salons,$$$,786,4.0,59,https://www.yelp.com/biz/christo-fifth-avenue-curly-hair-salon-nyc-new-york-2
8312 13th Ave Dyker Heights,Salon Gio &amp; Day Spa,"Hair Salons,Day Spas",$$$,787,4.0,25,https://www.yelp.com/biz/salon-gio-and-day-spa-brooklyn
3975 61st St Woodside,Happy Sisters Beauty Salon,"Hair Extensions,Men's Hair Salons,Hair Stylists",$,788,4.0,60,https://www.yelp.com/biz/happy-sisters-beauty-salon-new-york
50 E 96th St Upper East Side,Prestige Salon,Hair Salons,$$,789,3.5,30,https://www.yelp.com/biz/prestige-salon-new-york
165 Hudson St TriBeCa,Mudhoney Hair Salon,Hair Salons,$$,790,4.5,66,https://www.yelp.com/biz/mudhoney-hair-salon-new-york-4
192 Elizabeth St Nolita,Hair Philosophy New York,"Hair Salons,Makeup Artists",,791,5.0,2,https://www.yelp.com/biz/hair-philosophy-new-york-new-york-2
54 E 4th St East Village,The Little Hair Shoppe,Hair Salons,$$,792,4.5,161,https://www.yelp.com/biz/the-little-hair-shoppe-new-york
3101 Quentin Rd Marine Park,H-3 Hair Salon,"Hair Salons,Waxing,Skin Care",,793,5.0,3,https://www.yelp.com/biz/h-3-hair-salon-brooklyn-2
3637 E Tremont Ave Schuylerville,Express Yourself Salon,"Hair Salons,Nail Salons",$$,794,4.0,19,https://www.yelp.com/biz/express-yourself-salon-bronx
16 W 45th St Midtown West,Danneli Salon,"Hair Salons,Nail Salons",$$,795,4.0,14,https://www.yelp.com/biz/danneli-salon-new-york-2
4117 National St North Corona,Rizos Spa,"Hair Salons,Laser Hair Removal,Nail Salons",$$,796,3.0,62,https://www.yelp.com/biz/rizos-spa-corona
671 Amsterdam Ave Upper West Side,Theater Hair Salon,Hair Salons,,797,5.0,1,https://www.yelp.com/biz/theater-hair-salon-new-york
9 Station Sq Forest Hills,Shai Salon,Hair Salons,$$,798,4.5,56,https://www.yelp.com/biz/shai-salon-forest-hills
1062 Nostrand Ave Prospect Lefferts Gardens,Clyn’s Hair Salon,Hair Salons,$$,799,5.0,1,https://www.yelp.com/biz/clyns-hair-salon-brooklyn
85 Ralph Ave Bedford Stuyvesant,Fabstylist Salon,"Hair Stylists,Hair Extensions",$$$,800,4.5,172,https://www.yelp.com/biz/fabstylist-salon-brooklyn
85 Hester St Lower East Side,WOON,Hair Salons,$$$,801,5.0,15,https://www.yelp.com/biz/woon-new-york
39 North Moore TriBeCa,Nexxus New York Salon,Hair Salons,$$$,802,5.0,11,https://www.yelp.com/biz/nexxus-new-york-salon-new-york
33-17 30th Ave Astoria,The One Hair Salon,Hair Salons,$$,803,4.0,51,https://www.yelp.com/biz/the-one-hair-salon-astoria
3081 Middletown Rd Country Club,Hair House,Hair Salons,$$,804,5.0,36,https://www.yelp.com/biz/hair-house-bronx
980 Manhattan Ave Greenpoint,Azur Hair Salon,Hair Salons,,805,0.0,0,https://www.yelp.com/biz/azur-hair-salon-new-york-2
800 Manhattan Ave Greenpoint,Beverly Hills Unisex Salon,"Hair Salons,Waxing,Nail Salons",$,806,4.5,36,https://www.yelp.com/biz/beverly-hills-unisex-salon-brooklyn-2
304 E 8th St Alphabet City,Rebirth,Hair Salons,$$,807,5.0,7,https://www.yelp.com/biz/rebirth-new-york-2
1787 Sheepshead Bay Rd Sheepshead Bay,Ressam House Of Beauty,"Hair Salons,Nail Salons,Day Spas",$$,808,4.0,60,https://www.yelp.com/biz/ressam-house-of-beauty-brooklyn
55-42 69th Pl Maspeth,Angela’s Unisex Salon,Hair Salons,,809,5.0,2,https://www.yelp.com/biz/angela-s-unisex-salon-maspeth
75 W Houston St SoHo,Thomas Taft Salon SoHo,"Hair Stylists,Hair Extensions,Blow Dry/Out Services",$$,810,4.5,42,https://www.yelp.com/biz/thomas-taft-salon-soho-new-york-4
1285 Madison Ave Upper East Side,Hair by Kasia,Hair Salons,$$,811,4.5,17,https://www.yelp.com/biz/hair-by-kasia-new-york
281 3rd Ave Gowanus,Le Petit Chandelier,Hair Salons,$$,812,5.0,26,https://www.yelp.com/biz/le-petit-chandelier-brooklyn
493 7th Ave South Slope,Local Roots Hair Salon,"Hair Salons,Makeup Artists,Waxing",$$,813,4.5,27,https://www.yelp.com/biz/local-roots-hair-salon-south-slope-2
28 Water St Financial District,Nelly’s Hair &amp; Nail Salon,"Nail Salons,Hair Salons",$$,814,3.5,137,https://www.yelp.com/biz/nellys-hair-and-nail-salon-new-york
510 58th St Sunset Park,Sunset Beauty Salon,Hair Salons,$$,815,5.0,7,https://www.yelp.com/biz/sunset-beauty-salon-brooklyn
741 Madison Ave Upper East Side,Corinne,Hair Salons,,816,5.0,2,https://www.yelp.com/biz/corinne-new-york
76 W 85th St Upper West Side,Polaris Hair Studio,Hair Salons,$$,817,4.5,44,https://www.yelp.com/biz/polaris-hair-studio-new-york
 East Village,Beauty by Cherry Le,"Makeup Artists,Skin Care,Hair Stylists",$$,818,5.0,34,https://www.yelp.com/biz/beauty-by-cherry-le-new-york-2
407 7th Ave South Slope,Beauty House,"Hair Salons,Makeup Artists,Eyebrow Services",,819,5.0,5,https://www.yelp.com/biz/beauty-house-brooklyn-5
925 Utica Ave East Flatbush,Runway The Salon,Hair Salons,$$,820,5.0,4,https://www.yelp.com/biz/runway-the-salon-brooklyn
1388 Lexington Ave Upper East Side,Jaico Hair Salon,Hair Stylists,$$,821,4.0,20,https://www.yelp.com/biz/jaico-hair-salon-manhattan-2
306 E 86th St Yorkville,Vanilla Color Spa,"Hair Salons,Makeup Artists,Nail Salons",$$,822,4.5,10,https://www.yelp.com/biz/vanilla-color-spa-new-york-3
77 Perry St West Village,Andreas Anastasis Salon,Hair Stylists,$$$,823,4.5,9,https://www.yelp.com/biz/andreas-anastasis-salon-manhattan
71-49 Yellowstone Blvd Forest Hills,Adili Salon,"Hair Salons,Threading Services,Skin Care",$$,824,4.0,39,https://www.yelp.com/biz/adili-salon-queens
2198 Fredrick Douglas Blvd Harlem,Organic Beauty Salon NYC,Hair Salons,$$,825,5.0,4,https://www.yelp.com/biz/organic-beauty-salon-nyc-new-york-2
1336 Lexington Ave Upper East Side,Amour de Hair,Hair Stylists,$$,826,2.5,65,https://www.yelp.com/biz/amour-de-hair-new-york-5
5313 8th Ave Borough Park,1 Plus 1 Salon,Hair Salons,$$,827,3.0,18,https://www.yelp.com/biz/1-plus-1-salon-sunset-park
43-10 34th Ave Astoria,dmsalonnyc,"Hair Salons,Waxing,Nail Salons",$$,828,5.0,14,https://www.yelp.com/biz/dmsalonnyc-long-island-city
200 W 21st St Chelsea,Leonardo Rossi Hair Studio,Hair Salons,$$,829,5.0,9,https://www.yelp.com/biz/leonardo-rossi-hair-studio-new-york-2
230 Main Ave ,Dollhouse salon,Hair Salons,,830,5.0,8,https://www.yelp.com/biz/dollhouse-salon-clifton-3
200 W 21st St Chelsea,Leonardo Rossi Hair Studio,Hair Salons,$$,831,5.0,9,https://www.yelp.com/biz/leonardo-rossi-hair-studio-new-york-2
230 Main Ave ,Dollhouse salon,Hair Salons,,832,5.0,8,https://www.yelp.com/biz/dollhouse-salon-clifton-3
12907 Liberty Ave Ozone Park,Fine Art Salon &amp; Spa,Hair Salons,,833,5.0,3,https://www.yelp.com/biz/fine-art-salon-and-spa-queens
184 E 35th St East Flatbush,Anette’s World of Beauty,Hair Stylists,,834,5.0,1,https://www.yelp.com/biz/anettes-world-of-beauty-brooklyn-2
40-12 Ditmars Blvd Astoria,Crush Studio,Hair Salons,$$,835,5.0,54,https://www.yelp.com/biz/crush-studio-astoria
161-24 Crossbay Blvd Howard Beach,VIP Salon &amp; Spa,"Hair Salons,Tanning,Nail Salons",$$,836,5.0,19,https://www.yelp.com/biz/vip-salon-and-spa-queens
1602 Madison Ave East Harlem,Eddie Jr’s Hair Salon,Hair Salons,$$,837,3.5,80,https://www.yelp.com/biz/eddie-jrs-hair-salon-new-york
380 East 10th St Alphabet City,CRUZ NYC,"Hair Stylists,Hair Extensions",,838,5.0,4,https://www.yelp.com/biz/cruz-nyc-new-york
159 Essex St Lower East Side,Annabelle Salon,Hair Salons,$$,839,4.0,22,https://www.yelp.com/biz/annabelle-salon-new-york-2
32 West 32nd St Koreatown,Silver Tree Hair,"Hair Stylists,Hair Extensions",$$,840,4.0,34,https://www.yelp.com/biz/silver-tree-hair-new-york
768 Madison Ave Upper East Side,Nunzio Saviano Salon,Hair Salons,$$$,841,4.0,46,https://www.yelp.com/biz/nunzio-saviano-salon-new-york
90 5th Ave Park Slope,Meura Hair Salon,"Hair Salons,Waxing,Eyelash Service",$$,842,4.5,114,https://www.yelp.com/biz/meura-hair-salon-brooklyn
874 Dekalb Ave Bedford Stuyvesant,Inoa Beauty Salon,Hair Salons,$$,843,4.5,14,https://www.yelp.com/biz/inoa-beauty-salon-brooklyn-2
709 Fulton St Fort Greene,Neal Farinah Salon,"Hair Salons,Nail Salons",$$$,844,4.0,53,https://www.yelp.com/biz/neal-farinah-salon-brooklyn
335 E 86th St Frnt 1 Yorkville,Excel Hair Salon,Hair Salons,$$,845,3.0,112,https://www.yelp.com/biz/excel-hair-salon-new-york-2
136 Fingerboard Rd Shore Acres,Love Hair Studio,"Hair Salons,Makeup Artists,Waxing",,846,5.0,10,https://www.yelp.com/biz/love-hair-studio-staten-island
89 5th Ave Union Square,Tosler Davis,Hair Salons,$$$,847,4.5,50,https://www.yelp.com/biz/tosler-davis-new-york
222-14 Union Tpke Oakland Gardens,Yaffa Salon &amp; Spa,"Hair Salons,Waxing,Eyelash Service",$$,848,4.5,18,https://www.yelp.com/biz/yaffa-salon-and-spa-queens
236 E 6th St East Village,Fani,"Hair Stylists,Hair Extensions",$$,849,5.0,6,https://www.yelp.com/biz/fani-new-york-2
7 Cleveland Pl Nolita,Paul Fox Salon,Hair Salons,$$,850,5.0,43,https://www.yelp.com/biz/paul-fox-salon-new-york
3960 Richmond Ave Eltingville,In the Mixx,"Hair Salons,Makeup Artists",$$,851,4.5,22,https://www.yelp.com/biz/in-the-mixx-staten-island
107-21 71st Rd Forest Hills,Austin Fancy Cut Corp,Hair Salons,$,852,4.5,182,https://www.yelp.com/biz/austin-fancy-cut-corp-forest-hills
 Upper West Side,Anti-Frizz Treatment By Johan,"Hair Stylists,Blow Dry/Out Services",$$$,853,5.0,17,https://www.yelp.com/biz/anti-frizz-treatment-by-johan-new-york
201 E 16th St Gramercy,Albert’s Hairstylist,Hair Stylists,,854,5.0,5,https://www.yelp.com/biz/alberts-hairstylist-new-york
1488 3rd Ave Yorkville,Dramatics NYC,Hair Salons,$$,855,4.0,174,https://www.yelp.com/biz/dramatics-nyc-new-york
1411 New York Ave ,Lupe Beauty Salon Unisex,Hair Salons,,856,5.0,3,https://www.yelp.com/biz/lupe-beauty-salon-unisex-union-city
297 Grand St Lower East Side,Color Matrix Cafesalon,"Hair Salons,Cafes,Permanent Makeup",$$,857,4.5,45,https://www.yelp.com/biz/color-matrix-cafesalon-new-york-3
133 West Tremont Ave Morris Heights,Ana Luz Beauty Salon,Hair Salons,$,858,4.5,2,https://www.yelp.com/biz/ana-luz-beauty-salon-bronx-2
40-20 Main St Downtown Flushing,New Square Hair Salon,Hair Salons,$$,859,4.5,84,https://www.yelp.com/biz/new-square-hair-salon-flushing-2
705 5th Ave South Slope,Nicol’s Unisex,Hair Salons,$$,860,4.0,8,https://www.yelp.com/biz/nicols-unisex-brooklyn
2818 John F Kennedy Blvd ,Venus Salon,Hair Salons,$,861,4.5,78,https://www.yelp.com/biz/venus-salon-jersey-city-2
153 Lafayette St SoHo,JBW Jeffrey Ching Salon,Hair Salons,$$,862,5.0,44,https://www.yelp.com/biz/jbw-jeffrey-ching-salon-new-york
218 Malcom X Blvd Harlem,Hair By Canicia-Harlem’s Finest Hair,"Hair Extensions,Hair Stylists,Wigs",$,863,5.0,2,https://www.yelp.com/biz/hair-by-canicia-harlems-finest-hair-new-york
255 East 33rd Murray Hill,What’s Sexy Now Hair Salon,Hair Salons,,864,4.5,10,https://www.yelp.com/biz/whats-sexy-now-hair-salon-new-york
9 Eldridge St Chinatown,ABC Hair Salon,Hair Salons,,865,4.5,3,https://www.yelp.com/biz/abc-hair-salon-new-york
131 E 7th St East Village,Slate Salon,Hair Salons,$$,866,4.5,29,https://www.yelp.com/biz/slate-salon-new-york
8426 Jamaica Ave Woodhaven,Margarita’s Beauty Salon &amp; Spa,Hair Salons,$$,867,4.5,5,https://www.yelp.com/biz/margaritas-beauty-salon-and-spa-woodhaven
1106 Morris Ave Concourse,Dreams Hair Beauty Salon,"Hair Salons,Nail Salons,Eyelash Service",$$,868,5.0,1,https://www.yelp.com/biz/dreams-hair-beauty-salon-bronx
4615 48th Ave Sunnyside,J&amp;L Beauty Salon Unisex,Hair Salons,$$,869,4.0,6,https://www.yelp.com/biz/j-and-l-beauty-salon-unisex-woodside
1215 Church Ave Flatbush,Progreso II Unisex Beauty Salon,Hair Salons,$,870,3.5,13,https://www.yelp.com/biz/progreso-ii-unisex-beauty-salon-brooklyn-2
4615 48th Ave Sunnyside,J&amp;L Beauty Salon Unisex,Hair Salons,$$,871,4.0,6,https://www.yelp.com/biz/j-and-l-beauty-salon-unisex-woodside
1215 Church Ave Flatbush,Progreso II Unisex Beauty Salon,Hair Salons,$,872,3.5,13,https://www.yelp.com/biz/progreso-ii-unisex-beauty-salon-brooklyn-2
3207 31st Ave Astoria,Studio 31 Salon,Hair Salons,$$,873,4.5,108,https://www.yelp.com/biz/studio-31-salon-astoria
1055 Hempstead Tpke ,Heads First Hair Salon,Hair Salons,$$,874,5.0,16,https://www.yelp.com/biz/heads-first-hair-salon-franklin-square
9202 Ave L Canarsie,Curly Dimensions Salon,Hair Salons,$$$,875,4.5,18,https://www.yelp.com/biz/curly-dimensions-salon-brooklyn-2
48-17 Skillman Ave Woodside,Beauty Town,"Hair Salons,Nail Salons,Waxing",$$,876,4.5,24,https://www.yelp.com/biz/beauty-town-sunnyside
137 Allen St Lower East Side,Hair Queen,Hair Salons,$$,877,5.0,21,https://www.yelp.com/biz/hair-queen-new-york
117 9th St Gowanus,River Salon,Hair Salons,,878,5.0,8,https://www.yelp.com/biz/river-salon-brooklyn
829 3rd Ave Midtown East,E &amp; N Hair Salon,Hair Salons,$$,879,4.5,14,https://www.yelp.com/biz/e-and-n-hair-salon-new-york
720 5th Ave Midtown West,Rita Hazan Salon,"Hair Salons,Skin Care,Nail Salons",$$$$,880,4.0,129,https://www.yelp.com/biz/rita-hazan-salon-new-york-2
39-11 Bell Blvd Bayside,Artistique Hair Salon,Hair Salons,$$,881,4.5,76,https://www.yelp.com/biz/artistique-hair-salon-bayside-2
2117 Avenue Z Sheepshead Bay,Versus Beauty Salon,Hair Salons,$,882,5.0,10,https://www.yelp.com/biz/versus-beauty-salon-brooklyn
914 Mclean Ave ,Sanela’s Beauty Salon,"Hair Salons,Makeup Artists,Skin Care",$$,883,5.0,64,https://www.yelp.com/biz/sanelas-beauty-salon-yonkers
7306 13th Ave Dyker Heights,H3 Hair Salon,"Barbers,Hair Salons",$$,884,5.0,3,https://www.yelp.com/biz/h3-hair-salon-brooklyn-4
3906 Main St Downtown Flushing,Jacky Amazing Hair Salon,Hair Salons,,885,5.0,2,https://www.yelp.com/biz/jacky-amazing-hair-salon-flushing
324 Van Brunt St Red Hook,O B Hair Salon,Hair Salons,$$,886,5.0,2,https://www.yelp.com/biz/o-b-hair-salon-brooklyn
28-22 Astoria Blvd Astoria,ChezAlvi,"Hair Stylists,Eyebrow Services,Hair Removal",$$,887,4.0,8,https://www.yelp.com/biz/chezalvi-long-island-city
435 Fifth Ave Midtown East,SH Fifth Avenue,Hair Salons,,888,5.0,1,https://www.yelp.com/biz/sh-fifth-avenue-new-york
264 W 40th Midtown West,B. Wallis Organic Hair,Hair Stylists,,889,5.0,2,https://www.yelp.com/biz/b-wallis-organic-hair-new-york-2
571 3rd Ave Murray Hill,Bon Bon Salon &amp; Spa,"Hair Salons,Nail Salons,Hair Removal",$$,890,4.0,255,https://www.yelp.com/biz/bon-bon-salon-and-spa-new-york-6
5402 Roosevelt Ave Woodside,Karn Beauty Salon,Hair Salons,$$,891,4.0,5,https://www.yelp.com/biz/karn-beauty-salon-woodside
2160 Utopia Pkwy Whitestone,Perfect Touch Hair Studio,"Hair Salons,Laser Hair Removal,Waxing",$$,892,4.5,9,https://www.yelp.com/biz/perfect-touch-hair-studio-whitestone
300 E 5th St East Village,Ricca,Hair Salons,,893,5.0,1,https://www.yelp.com/biz/ricca-new-york
93 Worth St Civic Center,Birds and Fellows,Hair Salons,,894,4.5,12,https://www.yelp.com/biz/birds-and-fellows-new-york
875 8th Ave Theater District,Citystar hair salon,Hair Stylists,,895,5.0,7,https://www.yelp.com/biz/citystar-hair-salon-new-york-3
6641 Grand Ave Maspeth,Studio V1,"Blow Dry/Out Services,Hair Stylists",,896,4.5,2,https://www.yelp.com/biz/studio-v1-maspeth
22110 Horace Harding Expy Oakland Gardens,Hair Sketch,Hair Salons,$$,897,5.0,6,https://www.yelp.com/biz/hair-sketch-oakland-gardens
8170 Lefferts Blvd Kew Gardens,Selfie Style,"Hair Salons,Waxing,Nail Salons",$$,898,4.5,43,https://www.yelp.com/biz/selfie-style-kew-gardens
2505 Adam Clayton Powell Jr Blvd Harlem,Curl &amp; Co. Hair Studio,Hair Salons,$$$,899,4.0,10,https://www.yelp.com/biz/curl-and-co-hair-studio-new-york
322 5th Ave Park Slope,Mon Plaisir Hair Studio,"Hair Extensions,Blow Dry/Out Services",$$,900,4.5,57,https://www.yelp.com/biz/mon-plaisir-hair-studio-brooklyn-4
81-37 Lefferts Blvd Kew Gardens,Aquarelle Salon Spa,"Hair Salons,Day Spas,Makeup Artists",$$,901,5.0,33,https://www.yelp.com/biz/aquarelle-salon-spa-kew-gardens
 Civic Center,TRIM New York,"Hair Salons,Makeup Artists",,902,0.0,0,https://www.yelp.com/biz/trim-new-york-new-york
301 W 13th St Meatpacking District,Gina Le Salon,Hair Salons,$$,903,4.5,26,https://www.yelp.com/biz/gina-le-salon-manhattan
8509 20th Ave Bath Beach,Trends Hair Studio,"Hair Salons,Makeup Artists,Hair Removal",$$,904,5.0,8,https://www.yelp.com/biz/trends-hair-studio-brooklyn
36-32 Union St Downtown Flushing,Hair Bangk,"Hair Salons,Skin Care,Nail Salons",$$,905,4.5,18,https://www.yelp.com/biz/hair-bangk-flushing
200 Hudson St South Village,Arrojo Cosmetology School Salon,"Hair Salons,Cosmetology Schools",$,906,4.0,95,https://www.yelp.com/biz/arrojo-cosmetology-school-salon-new-york
2624 Broadway Manhattan Valley,Lida’s Beauty Lounge,Hair Salons,$$,907,5.0,24,https://www.yelp.com/biz/lidas-beauty-lounge-new-york
37-01 31st Ave Astoria,Be Beauty,Hair Salons,,908,5.0,14,https://www.yelp.com/biz/be-beauty-queens-2
540 Park Ave Upper East Side,Julien Farel Restore Salon &amp; Spa,"Day Spas,Massage,Blow Dry/Out Services",$$$$,909,4.5,112,https://www.yelp.com/biz/julien-farel-restore-salon-and-spa-new-york
4285 Katonah Ave ,APapas Hair Salon,Hair Salons,,910,5.0,2,https://www.yelp.com/biz/apapas-hair-salon-bronx
243 E 13th St East Village,Lifestyle Salon NYC,Hair Salons,$$,911,4.0,195,https://www.yelp.com/biz/lifestyle-salon-nyc-new-york
 Auburndale,J Hairport,Hair Salons,,912,4.5,22,https://www.yelp.com/biz/j-hairport-25-75-francis-lewis-blvd-flushing
238 E 6th St East Village,Zalon Corp,Hair Salons,$$,913,4.5,38,https://www.yelp.com/biz/zalon-corp-new-york-4
73 Malcolm X Blvd Bedford Stuyvesant,I Will Do Your Hair,"Hair Stylists,Hair Extensions",,914,4.5,3,https://www.yelp.com/biz/i-will-do-your-hair-brooklyn
245 E Broadway Lower East Side,245 East Hair Studio,Hair Salons,$$,915,4.5,14,https://www.yelp.com/biz/245-east-hair-studio-new-york
977 E New York Ave Remsen Village,GStar The Salon,"Hair Salons,Eyelash Service",$$$,916,3.5,14,https://www.yelp.com/biz/gstar-the-salon-new-york-2
403 Avenue X Gravesend,V R Beauty Salon,Hair Salons,$$$,917,4.5,12,https://www.yelp.com/biz/v-r-beauty-salon-brooklyn
74 E 79th St Upper East Side,DS Studio,"Hair Salons,Cosmetics &amp; Beauty Supply",$$,918,4.5,28,https://www.yelp.com/biz/ds-studio-new-york
246 West 38th St Midtown West,Chrystoph Marten Salon,Hair Stylists,$$,919,5.0,8,https://www.yelp.com/biz/chrystoph-marten-salon-new-york-2
436 E 75th St Upper East Side,Blu Bocker,Hair Salons,$$,920,4.5,61,https://www.yelp.com/biz/blu-bocker-new-york-6
208 E 6th St East Village,Emilio Antonio Hair Studio,Hair Salons,$$,921,5.0,31,https://www.yelp.com/biz/emilio-antonio-hair-studio-new-york
5-02A 50th Ave Hunters Point,Primp and Tease Salon,"Hair Salons,Makeup Artists",$$,922,4.0,87,https://www.yelp.com/biz/primp-and-tease-salon-long-island-city
8017 37th Ave Jackson Heights,Sebra Salon #2,Hair Salons,$$,923,4.5,12,https://www.yelp.com/biz/sebra-salon-2-jackon-heights
381 Baltic St Boerum Hill,Victoria J Natural Hair Salon,Hair Salons,$$,924,4.5,26,https://www.yelp.com/biz/victoria-j-natural-hair-salon-brooklyn
8013 Northern Blvd Jackson Heights,Pilatos Hair Salon &amp; Boutique,Hair Salons,$$,925,3.5,38,https://www.yelp.com/biz/pilatos-hair-salon-and-boutique-jackson-heights
309 E 75th St Upper East Side,Da Pietro Hair Studio,Hair Salons,$$,926,3.5,74,https://www.yelp.com/biz/da-pietro-hair-studio-new-york-3
